CustomerID,Name,Age,Income,LoanAmount,LoanTerm,CreditScore,Default,TransactionHistory
329,Customer_329,57,16737,16071,21,594,0,"[{""amount"": 976, ""date"": ""2023-01-01""}, {""amount"": 260, ""date"": ""2023-02-08""}, {""amount"": 736, ""date"": ""2023-07-16""}, {""amount"": 834, ""date"": ""2023-10-24""}, {""amount"": 226, ""date"": ""2023-03-10""}, {""amount"": 832, ""date"": ""2023-10-13""}, {""amount"": 756, ""date"": ""2023-01-17""}, {""amount"": 559, ""date"": ""2023-12-07""}, {""amount"": 237, ""date"": ""2023-05-30""}, {""amount"": 738, ""date"": ""2023-03-24""}, {""amount"": 178, ""date"": ""2023-01-28""}, {""amount"": 739, ""date"": ""2023-10-19""}, {""amount"": 603, ""date"": ""2023-03-25""}, {""amount"": 926, ""date"": ""2023-01-11""}, {""amount"": 665, ""date"": ""2023-07-12""}, {""amount"": 762, ""date"": ""2023-07-23""}, {""amount"": 193, ""date"": ""2023-06-06""}]"
330,Customer_330,57,5347,24614,44,408,0,"[{""amount"": 228, ""date"": ""2023-03-23""}, {""amount"": 112, ""date"": ""2023-02-14""}, {""amount"": 791, ""date"": ""2023-08-16""}, {""amount"": 973, ""date"": ""2023-09-24""}, {""amount"": 861, ""date"": ""2023-07-08""}, {""amount"": 717, ""date"": ""2023-06-22""}, {""amount"": 759, ""date"": ""2023-03-03""}, {""amount"": 534, ""date"": ""2023-04-28""}, {""amount"": 928, ""date"": ""2023-04-19""}]"
331,Customer_331,29,9820,48868,44,469,0,"[{""amount"": 842, ""date"": ""2023-07-21""}, {""amount"": 881, ""date"": ""2023-03-20""}, {""amount"": 937, ""date"": ""2023-09-01""}, {""amount"": 593, ""date"": ""2023-09-01""}, {""amount"": 341, ""date"": ""2023-07-06""}, {""amount"": 728, ""date"": ""2023-07-31""}, {""amount"": 783, ""date"": ""2023-05-05""}, {""amount"": 197, ""date"": ""2023-10-20""}]"
332,Customer_332,40,6451,36662,28,829,0,"[{""amount"": 839, ""date"": ""2023-06-08""}, {""amount"": 284, ""date"": ""2023-09-06""}, {""amount"": 612, ""date"": ""2023-09-09""}, {""amount"": 471, ""date"": ""2023-04-16""}, {""amount"": 453, ""date"": ""2023-01-12""}, {""amount"": 917, ""date"": ""2023-02-12""}, {""amount"": 361, ""date"": ""2023-06-24""}, {""amount"": 271, ""date"": ""2023-01-16""}, {""amount"": 547, ""date"": ""2023-01-11""}, {""amount"": 626, ""date"": ""2023-03-22""}, {""amount"": 263, ""date"": ""2023-05-19""}, {""amount"": 592, ""date"": ""2023-05-15""}, {""amount"": 639, ""date"": ""2023-08-30""}, {""amount"": 339, ""date"": ""2023-09-04""}, {""amount"": 323, ""date"": ""2023-02-20""}, {""amount"": 240, ""date"": ""2023-05-08""}, {""amount"": 541, ""date"": ""2023-10-18""}]"
333,Customer_333,48,9021,33558,54,747,0,"[{""amount"": 398, ""date"": ""2023-07-28""}, {""amount"": 722, ""date"": ""2023-06-27""}, {""amount"": 760, ""date"": ""2023-06-03""}, {""amount"": 884, ""date"": ""2023-08-31""}, {""amount"": 274, ""date"": ""2023-07-12""}, {""amount"": 597, ""date"": ""2023-12-08""}, {""amount"": 460, ""date"": ""2023-12-19""}, {""amount"": 944, ""date"": ""2023-07-22""}, {""amount"": 348, ""date"": ""2023-09-09""}, {""amount"": 414, ""date"": ""2023-05-13""}, {""amount"": 863, ""date"": ""2023-07-17""}, {""amount"": 184, ""date"": ""2023-07-16""}, {""amount"": 630, ""date"": ""2023-04-15""}]"
334,Customer_334,35,16008,12922,13,690,1,"[{""amount"": 960, ""date"": ""2023-11-18""}, {""amount"": 614, ""date"": ""2023-04-04""}, {""amount"": 275, ""date"": ""2023-12-29""}, {""amount"": 420, ""date"": ""2023-11-24""}, {""amount"": 469, ""date"": ""2023-07-17""}, {""amount"": 511, ""date"": ""2023-11-28""}, {""amount"": 782, ""date"": ""2023-03-26""}, {""amount"": 268, ""date"": ""2023-09-19""}, {""amount"": 200, ""date"": ""2023-01-24""}, {""amount"": 257, ""date"": ""2023-12-16""}, {""amount"": 390, ""date"": ""2023-08-04""}, {""amount"": 289, ""date"": ""2023-02-08""}, {""amount"": 535, ""date"": ""2023-02-25""}, {""amount"": 708, ""date"": ""2023-11-24""}, {""amount"": 180, ""date"": ""2023-12-27""}, {""amount"": 893, ""date"": ""2023-11-02""}]"
335,Customer_335,24,8932,36918,43,723,0,"[{""amount"": 168, ""date"": ""2023-05-13""}, {""amount"": 255, ""date"": ""2023-09-11""}, {""amount"": 168, ""date"": ""2023-05-15""}, {""amount"": 607, ""date"": ""2023-06-02""}, {""amount"": 412, ""date"": ""2023-11-05""}]"
336,Customer_336,25,17491,32821,56,684,0,"[{""amount"": 987, ""date"": ""2023-06-09""}, {""amount"": 636, ""date"": ""2023-08-01""}, {""amount"": 851, ""date"": ""2023-04-13""}, {""amount"": 538, ""date"": ""2023-05-13""}, {""amount"": 522, ""date"": ""2023-11-12""}]"
337,Customer_337,36,14369,33932,8,593,0,"[{""amount"": 222, ""date"": ""2023-03-04""}, {""amount"": 712, ""date"": ""2023-06-28""}, {""amount"": 498, ""date"": ""2023-08-19""}, {""amount"": 257, ""date"": ""2023-08-18""}, {""amount"": 545, ""date"": ""2023-06-02""}, {""amount"": 763, ""date"": ""2023-10-24""}, {""amount"": 420, ""date"": ""2023-10-11""}, {""amount"": 230, ""date"": ""2023-04-27""}, {""amount"": 575, ""date"": ""2023-12-02""}, {""amount"": 571, ""date"": ""2023-07-15""}, {""amount"": 973, ""date"": ""2023-12-28""}, {""amount"": 218, ""date"": ""2023-02-08""}, {""amount"": 464, ""date"": ""2023-05-09""}, {""amount"": 149, ""date"": ""2023-04-24""}, {""amount"": 900, ""date"": ""2023-05-06""}, {""amount"": 342, ""date"": ""2023-07-02""}, {""amount"": 100, ""date"": ""2023-07-06""}, {""amount"": 127, ""date"": ""2023-02-21""}]"
338,Customer_338,46,4086,9746,19,848,0,"[{""amount"": 990, ""date"": ""2023-04-21""}, {""amount"": 929, ""date"": ""2023-12-30""}, {""amount"": 706, ""date"": ""2023-03-18""}, {""amount"": 650, ""date"": ""2023-10-15""}, {""amount"": 858, ""date"": ""2023-06-28""}, {""amount"": 649, ""date"": ""2023-10-23""}, {""amount"": 208, ""date"": ""2023-04-26""}, {""amount"": 578, ""date"": ""2023-06-27""}, {""amount"": 740, ""date"": ""2023-12-24""}, {""amount"": 597, ""date"": ""2023-07-08""}, {""amount"": 207, ""date"": ""2023-01-27""}, {""amount"": 840, ""date"": ""2023-04-16""}, {""amount"": 659, ""date"": ""2023-02-22""}, {""amount"": 136, ""date"": ""2023-08-04""}, {""amount"": 333, ""date"": ""2023-02-27""}]"
339,Customer_339,61,14837,29639,26,435,0,"[{""amount"": 510, ""date"": ""2023-02-25""}, {""amount"": 925, ""date"": ""2023-05-30""}, {""amount"": 978, ""date"": ""2023-09-11""}, {""amount"": 482, ""date"": ""2023-04-10""}, {""amount"": 154, ""date"": ""2023-03-26""}, {""amount"": 249, ""date"": ""2023-03-26""}, {""amount"": 727, ""date"": ""2023-01-15""}, {""amount"": 169, ""date"": ""2023-08-21""}]"
340,Customer_340,37,2362,41324,52,811,0,"[{""amount"": 774, ""date"": ""2023-01-25""}, {""amount"": 882, ""date"": ""2023-07-22""}, {""amount"": 371, ""date"": ""2023-06-01""}, {""amount"": 973, ""date"": ""2023-11-18""}, {""amount"": 802, ""date"": ""2023-02-01""}, {""amount"": 996, ""date"": ""2023-02-14""}, {""amount"": 794, ""date"": ""2023-03-09""}]"
341,Customer_341,67,6648,23632,35,850,0,"[{""amount"": 346, ""date"": ""2023-12-27""}, {""amount"": 609, ""date"": ""2023-10-24""}, {""amount"": 735, ""date"": ""2023-01-25""}, {""amount"": 195, ""date"": ""2023-01-28""}, {""amount"": 650, ""date"": ""2023-11-02""}, {""amount"": 823, ""date"": ""2023-05-21""}]"
342,Customer_342,59,14059,9215,38,712,0,"[{""amount"": 925, ""date"": ""2023-06-11""}, {""amount"": 256, ""date"": ""2023-08-03""}, {""amount"": 175, ""date"": ""2023-01-04""}, {""amount"": 850, ""date"": ""2023-06-29""}, {""amount"": 959, ""date"": ""2023-08-19""}, {""amount"": 590, ""date"": ""2023-09-08""}, {""amount"": 839, ""date"": ""2023-12-10""}, {""amount"": 678, ""date"": ""2023-03-07""}, {""amount"": 548, ""date"": ""2023-09-06""}, {""amount"": 720, ""date"": ""2023-07-11""}]"
343,Customer_343,47,15956,23746,58,564,0,"[{""amount"": 381, ""date"": ""2023-12-20""}, {""amount"": 318, ""date"": ""2023-02-25""}, {""amount"": 302, ""date"": ""2023-09-03""}, {""amount"": 295, ""date"": ""2023-08-21""}, {""amount"": 851, ""date"": ""2023-11-15""}, {""amount"": 638, ""date"": ""2023-07-02""}, {""amount"": 792, ""date"": ""2023-05-08""}, {""amount"": 181, ""date"": ""2023-08-22""}, {""amount"": 779, ""date"": ""2023-01-14""}]"
344,Customer_344,64,3459,16977,25,350,0,"[{""amount"": 288, ""date"": ""2023-11-06""}, {""amount"": 959, ""date"": ""2023-04-05""}, {""amount"": 701, ""date"": ""2023-04-10""}, {""amount"": 547, ""date"": ""2023-07-05""}, {""amount"": 724, ""date"": ""2023-06-12""}, {""amount"": 467, ""date"": ""2023-10-31""}, {""amount"": 784, ""date"": ""2023-01-02""}, {""amount"": 862, ""date"": ""2023-05-09""}, {""amount"": 876, ""date"": ""2023-10-27""}, {""amount"": 832, ""date"": ""2023-08-10""}, {""amount"": 388, ""date"": ""2023-04-30""}, {""amount"": 740, ""date"": ""2023-03-01""}, {""amount"": 142, ""date"": ""2023-01-01""}, {""amount"": 402, ""date"": ""2023-10-16""}, {""amount"": 353, ""date"": ""2023-06-15""}]"
345,Customer_345,39,12917,8469,50,708,0,"[{""amount"": 224, ""date"": ""2023-12-24""}, {""amount"": 588, ""date"": ""2023-10-04""}, {""amount"": 236, ""date"": ""2023-06-19""}, {""amount"": 498, ""date"": ""2023-03-22""}, {""amount"": 535, ""date"": ""2023-09-29""}, {""amount"": 495, ""date"": ""2023-11-20""}, {""amount"": 454, ""date"": ""2023-02-26""}, {""amount"": 730, ""date"": ""2023-11-29""}, {""amount"": 952, ""date"": ""2023-10-29""}, {""amount"": 755, ""date"": ""2023-01-18""}, {""amount"": 414, ""date"": ""2023-01-24""}, {""amount"": 177, ""date"": ""2023-12-22""}, {""amount"": 563, ""date"": ""2023-10-17""}, {""amount"": 413, ""date"": ""2023-03-15""}, {""amount"": 299, ""date"": ""2023-07-01""}]"
346,Customer_346,27,8947,45460,50,700,1,"[{""amount"": 389, ""date"": ""2023-10-16""}, {""amount"": 115, ""date"": ""2023-09-17""}, {""amount"": 383, ""date"": ""2023-06-15""}, {""amount"": 978, ""date"": ""2023-11-02""}, {""amount"": 147, ""date"": ""2023-05-02""}, {""amount"": 319, ""date"": ""2023-08-06""}, {""amount"": 335, ""date"": ""2023-09-16""}, {""amount"": 623, ""date"": ""2023-08-25""}, {""amount"": 880, ""date"": ""2023-07-22""}]"
347,Customer_347,43,2542,17957,28,385,0,"[{""amount"": 307, ""date"": ""2023-11-17""}, {""amount"": 815, ""date"": ""2023-01-12""}, {""amount"": 627, ""date"": ""2023-03-24""}, {""amount"": 673, ""date"": ""2023-11-09""}, {""amount"": 212, ""date"": ""2023-12-31""}, {""amount"": 339, ""date"": ""2023-08-31""}, {""amount"": 862, ""date"": ""2023-10-15""}, {""amount"": 676, ""date"": ""2023-09-06""}, {""amount"": 647, ""date"": ""2023-12-04""}, {""amount"": 834, ""date"": ""2023-10-19""}, {""amount"": 146, ""date"": ""2023-04-01""}, {""amount"": 971, ""date"": ""2023-12-13""}, {""amount"": 432, ""date"": ""2023-12-06""}, {""amount"": 682, ""date"": ""2023-04-01""}, {""amount"": 666, ""date"": ""2023-03-09""}, {""amount"": 766, ""date"": ""2023-10-25""}]"
348,Customer_348,68,9128,24022,28,566,0,"[{""amount"": 847, ""date"": ""2023-11-27""}, {""amount"": 727, ""date"": ""2023-12-22""}, {""amount"": 643, ""date"": ""2023-07-20""}, {""amount"": 394, ""date"": ""2023-10-03""}, {""amount"": 756, ""date"": ""2023-12-06""}, {""amount"": 199, ""date"": ""2023-09-29""}, {""amount"": 420, ""date"": ""2023-08-28""}, {""amount"": 544, ""date"": ""2023-03-12""}, {""amount"": 370, ""date"": ""2023-06-16""}]"
349,Customer_349,50,15912,27888,50,460,0,"[{""amount"": 408, ""date"": ""2023-10-09""}, {""amount"": 447, ""date"": ""2023-06-19""}, {""amount"": 976, ""date"": ""2023-11-11""}, {""amount"": 394, ""date"": ""2023-05-04""}, {""amount"": 276, ""date"": ""2023-02-11""}, {""amount"": 588, ""date"": ""2023-08-01""}, {""amount"": 431, ""date"": ""2023-08-08""}]"
350,Customer_350,45,2239,5077,43,692,0,"[{""amount"": 485, ""date"": ""2023-03-28""}, {""amount"": 342, ""date"": ""2023-08-14""}, {""amount"": 276, ""date"": ""2023-07-01""}, {""amount"": 850, ""date"": ""2023-11-22""}, {""amount"": 668, ""date"": ""2023-04-03""}, {""amount"": 897, ""date"": ""2023-05-11""}, {""amount"": 481, ""date"": ""2023-01-31""}, {""amount"": 390, ""date"": ""2023-02-28""}, {""amount"": 341, ""date"": ""2023-11-29""}, {""amount"": 697, ""date"": ""2023-03-22""}]"
351,Customer_351,27,16223,9796,40,487,0,"[{""amount"": 814, ""date"": ""2023-12-03""}, {""amount"": 185, ""date"": ""2023-03-31""}, {""amount"": 119, ""date"": ""2023-05-25""}, {""amount"": 464, ""date"": ""2023-06-10""}, {""amount"": 677, ""date"": ""2023-12-13""}, {""amount"": 625, ""date"": ""2023-10-14""}, {""amount"": 263, ""date"": ""2023-10-28""}, {""amount"": 643, ""date"": ""2023-06-19""}, {""amount"": 570, ""date"": ""2023-01-02""}, {""amount"": 610, ""date"": ""2023-09-13""}, {""amount"": 499, ""date"": ""2023-05-07""}, {""amount"": 422, ""date"": ""2023-07-25""}]"
352,Customer_352,46,9315,38356,60,785,0,"[{""amount"": 868, ""date"": ""2023-01-11""}, {""amount"": 884, ""date"": ""2023-09-06""}, {""amount"": 623, ""date"": ""2023-10-06""}, {""amount"": 355, ""date"": ""2023-03-05""}, {""amount"": 937, ""date"": ""2023-11-20""}]"
353,Customer_353,61,4893,20469,44,754,0,"[{""amount"": 352, ""date"": ""2023-10-03""}, {""amount"": 682, ""date"": ""2023-11-04""}, {""amount"": 501, ""date"": ""2023-11-08""}, {""amount"": 500, ""date"": ""2023-07-02""}, {""amount"": 269, ""date"": ""2023-12-31""}, {""amount"": 508, ""date"": ""2023-09-24""}, {""amount"": 726, ""date"": ""2023-12-29""}, {""amount"": 382, ""date"": ""2023-02-25""}, {""amount"": 347, ""date"": ""2023-04-11""}, {""amount"": 480, ""date"": ""2023-08-11""}, {""amount"": 980, ""date"": ""2023-07-30""}, {""amount"": 740, ""date"": ""2023-01-04""}, {""amount"": 290, ""date"": ""2023-04-09""}, {""amount"": 896, ""date"": ""2023-09-13""}, {""amount"": 693, ""date"": ""2023-03-14""}, {""amount"": 531, ""date"": ""2023-04-02""}, {""amount"": 178, ""date"": ""2023-12-05""}, {""amount"": 902, ""date"": ""2023-04-03""}, {""amount"": 822, ""date"": ""2023-11-17""}]"
354,Customer_354,35,8119,20852,27,774,1,"[{""amount"": 334, ""date"": ""2023-02-15""}, {""amount"": 392, ""date"": ""2023-01-02""}, {""amount"": 140, ""date"": ""2023-12-31""}, {""amount"": 195, ""date"": ""2023-12-30""}, {""amount"": 725, ""date"": ""2023-12-19""}, {""amount"": 508, ""date"": ""2023-07-12""}, {""amount"": 257, ""date"": ""2023-04-19""}, {""amount"": 326, ""date"": ""2023-06-22""}, {""amount"": 422, ""date"": ""2023-01-19""}, {""amount"": 817, ""date"": ""2023-07-20""}, {""amount"": 616, ""date"": ""2023-10-03""}]"
355,Customer_355,59,8117,31601,34,406,0,"[{""amount"": 193, ""date"": ""2023-03-06""}, {""amount"": 394, ""date"": ""2023-01-23""}, {""amount"": 639, ""date"": ""2023-05-26""}, {""amount"": 801, ""date"": ""2023-07-06""}, {""amount"": 346, ""date"": ""2023-12-12""}, {""amount"": 218, ""date"": ""2023-04-29""}, {""amount"": 207, ""date"": ""2023-11-21""}, {""amount"": 770, ""date"": ""2023-05-17""}, {""amount"": 928, ""date"": ""2023-05-24""}, {""amount"": 631, ""date"": ""2023-05-25""}, {""amount"": 580, ""date"": ""2023-12-15""}, {""amount"": 366, ""date"": ""2023-07-06""}, {""amount"": 257, ""date"": ""2023-07-25""}, {""amount"": 779, ""date"": ""2023-04-26""}]"
356,Customer_356,18,18359,47865,54,345,1,"[{""amount"": 542, ""date"": ""2023-05-15""}, {""amount"": 206, ""date"": ""2023-01-07""}, {""amount"": 576, ""date"": ""2023-02-11""}, {""amount"": 817, ""date"": ""2023-08-17""}, {""amount"": 778, ""date"": ""2023-08-30""}, {""amount"": 760, ""date"": ""2023-04-24""}, {""amount"": 895, ""date"": ""2023-04-10""}, {""amount"": 882, ""date"": ""2023-11-13""}, {""amount"": 882, ""date"": ""2023-06-11""}, {""amount"": 921, ""date"": ""2023-12-03""}, {""amount"": 154, ""date"": ""2023-04-05""}, {""amount"": 910, ""date"": ""2023-05-23""}, {""amount"": 982, ""date"": ""2023-09-21""}, {""amount"": 285, ""date"": ""2023-11-03""}, {""amount"": 285, ""date"": ""2023-06-11""}, {""amount"": 877, ""date"": ""2023-09-15""}]"
357,Customer_357,40,12130,49859,40,768,0,"[{""amount"": 489, ""date"": ""2023-04-21""}, {""amount"": 656, ""date"": ""2023-06-05""}, {""amount"": 250, ""date"": ""2023-09-17""}, {""amount"": 927, ""date"": ""2023-09-06""}, {""amount"": 275, ""date"": ""2023-11-09""}, {""amount"": 559, ""date"": ""2023-02-21""}, {""amount"": 335, ""date"": ""2023-03-10""}, {""amount"": 406, ""date"": ""2023-05-17""}, {""amount"": 200, ""date"": ""2023-06-13""}, {""amount"": 665, ""date"": ""2023-01-18""}, {""amount"": 986, ""date"": ""2023-03-01""}, {""amount"": 422, ""date"": ""2023-03-13""}, {""amount"": 510, ""date"": ""2023-01-01""}]"
358,Customer_358,34,9623,44567,7,462,0,"[{""amount"": 364, ""date"": ""2023-11-16""}, {""amount"": 171, ""date"": ""2023-04-03""}, {""amount"": 979, ""date"": ""2023-10-11""}, {""amount"": 433, ""date"": ""2023-07-11""}, {""amount"": 457, ""date"": ""2023-05-26""}]"
359,Customer_359,60,18444,19774,60,560,0,"[{""amount"": 188, ""date"": ""2023-03-10""}, {""amount"": 624, ""date"": ""2023-01-12""}, {""amount"": 622, ""date"": ""2023-02-26""}, {""amount"": 945, ""date"": ""2023-02-28""}, {""amount"": 623, ""date"": ""2023-06-10""}]"
360,Customer_360,54,14448,42536,51,836,0,"[{""amount"": 416, ""date"": ""2023-08-30""}, {""amount"": 727, ""date"": ""2023-08-17""}, {""amount"": 289, ""date"": ""2023-12-20""}, {""amount"": 261, ""date"": ""2023-01-07""}, {""amount"": 258, ""date"": ""2023-12-14""}, {""amount"": 498, ""date"": ""2023-04-08""}, {""amount"": 955, ""date"": ""2023-07-15""}, {""amount"": 425, ""date"": ""2023-09-27""}, {""amount"": 259, ""date"": ""2023-09-01""}, {""amount"": 819, ""date"": ""2023-11-22""}, {""amount"": 920, ""date"": ""2023-03-23""}, {""amount"": 970, ""date"": ""2023-04-26""}, {""amount"": 444, ""date"": ""2023-12-09""}, {""amount"": 885, ""date"": ""2023-05-04""}, {""amount"": 290, ""date"": ""2023-11-21""}, {""amount"": 207, ""date"": ""2023-06-23""}, {""amount"": 282, ""date"": ""2023-07-11""}]"
361,Customer_361,48,5436,26758,52,505,0,"[{""amount"": 938, ""date"": ""2023-07-07""}, {""amount"": 825, ""date"": ""2023-10-28""}, {""amount"": 898, ""date"": ""2023-02-22""}, {""amount"": 506, ""date"": ""2023-10-06""}, {""amount"": 153, ""date"": ""2023-11-02""}, {""amount"": 190, ""date"": ""2023-11-30""}, {""amount"": 876, ""date"": ""2023-10-31""}, {""amount"": 609, ""date"": ""2023-06-01""}, {""amount"": 726, ""date"": ""2023-10-21""}, {""amount"": 109, ""date"": ""2023-10-17""}, {""amount"": 704, ""date"": ""2023-05-19""}, {""amount"": 998, ""date"": ""2023-08-08""}, {""amount"": 242, ""date"": ""2023-12-13""}, {""amount"": 871, ""date"": ""2023-01-20""}]"
362,Customer_362,42,15694,49752,23,528,0,"[{""amount"": 667, ""date"": ""2023-08-07""}, {""amount"": 942, ""date"": ""2023-11-03""}, {""amount"": 796, ""date"": ""2023-01-04""}, {""amount"": 621, ""date"": ""2023-04-16""}, {""amount"": 263, ""date"": ""2023-04-17""}, {""amount"": 480, ""date"": ""2023-05-12""}, {""amount"": 178, ""date"": ""2023-10-08""}, {""amount"": 425, ""date"": ""2023-10-24""}, {""amount"": 684, ""date"": ""2023-06-18""}, {""amount"": 242, ""date"": ""2023-09-22""}, {""amount"": 844, ""date"": ""2023-04-23""}, {""amount"": 135, ""date"": ""2023-05-30""}, {""amount"": 743, ""date"": ""2023-06-16""}, {""amount"": 314, ""date"": ""2023-07-17""}, {""amount"": 225, ""date"": ""2023-01-01""}, {""amount"": 148, ""date"": ""2023-05-30""}, {""amount"": 659, ""date"": ""2023-04-07""}]"
363,Customer_363,70,2367,42874,58,781,0,"[{""amount"": 507, ""date"": ""2023-01-31""}, {""amount"": 469, ""date"": ""2023-06-28""}, {""amount"": 853, ""date"": ""2023-01-04""}, {""amount"": 296, ""date"": ""2023-06-20""}, {""amount"": 765, ""date"": ""2023-12-05""}]"
364,Customer_364,21,6212,11515,40,504,0,"[{""amount"": 948, ""date"": ""2023-02-19""}, {""amount"": 498, ""date"": ""2023-04-18""}, {""amount"": 968, ""date"": ""2023-07-22""}, {""amount"": 971, ""date"": ""2023-12-20""}, {""amount"": 674, ""date"": ""2023-03-31""}, {""amount"": 538, ""date"": ""2023-09-03""}, {""amount"": 728, ""date"": ""2023-12-02""}, {""amount"": 853, ""date"": ""2023-04-25""}, {""amount"": 348, ""date"": ""2023-10-25""}, {""amount"": 514, ""date"": ""2023-07-06""}, {""amount"": 825, ""date"": ""2023-11-22""}, {""amount"": 504, ""date"": ""2023-11-10""}, {""amount"": 355, ""date"": ""2023-02-20""}, {""amount"": 560, ""date"": ""2023-11-29""}, {""amount"": 202, ""date"": ""2023-01-26""}, {""amount"": 618, ""date"": ""2023-06-12""}, {""amount"": 905, ""date"": ""2023-08-30""}]"
